id,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,genres,production_companies,vote_average,release_year
578,0,0,Bleeding Heart,Zosia Mamet|Jessica Biel|Joe Anderson|Edi Gathegi|Kate Burton,,Diane Bell,Tied by blood. Bound by lies.,pimp|yoga instructor|woman director|sex worker|deadbeat boyfriend,"Reserved yoga instructor May's peaceful, clean-living life is thrown out of balance by the arrival of her long-lost sister Shiva, a street-smart yet naive young woman trapped in an abusive relationship. May feels compelled to rescue the hapless Shiva, but she finds herself increasingly drawn out of her sedate world and deeper into Shiva's chaotic one.",Drama,Super Crispy Entertainment|Fido Features,4.8,2015
579,0,44695,Requiem for the American Dream,Noam Chomsky,http://requiemfortheamericandream.com/,Jared P. Scott|Peter D. Hutchison|Kelly Nyks,,upper class|middle class|working class|economics|inequality,"Through riveting and candid conversation, Noam Chomsky, regarded as one of the most important intellectuals alive today, provides the definitive discourse on the â€œTwo Americas.â€ Filmed over the course of four years, the Chomsky interviews expose how a half-century of policies have created a state of unprecedented economic inequality: concentrating wealth in the hands of a few at the expense of everyone else.  At times deeply personal, these interviews take a closer look at Chomskyâ€™s own activism and political involvement as well as diving into his profound insight on the death of the middle class and the end of functioning democracy. Requiem For the American Dream provides a unique opportunity to introduce Chomsky to a broader audience and to widen the discussion regarding events that deeply impact all of our lives.",Documentary,PF Pictures|Naked City Films,7.8,2015
580,0,0,3 Nights in the Desert,Amber Tamblyn|Wes Bentley|Vincent Piazza,,Gabriel Cowan,One last chance to make it right.,independent film,"Three former band mates enter a cave after hearing it has the power to give them what they need. As unsettling desires rise to the surface, they all wonder if the cave has real power.",Drama,New Artists Alliance|Caliber Media Company,3.8,2015
581,0,0,The House on Pine Street,Emily Goss|Taylor Bottles|Cathy Barnett|Jim Korinke|Natalie Pellegrini,,Aaron Keeling|Austin Keeling,,wife husband relationship|haunted house|relocation|neighbor|mother daughter relationship,A psychological horror about a young woman coping with an unwanted pregnancy after moving into a seemingly haunted house.,Drama|Horror,E3W Productions,3.8,2015
582,0,0,Slow Learners,Adam Pally|Sarah Burns|Reid Scott|Catherine Reitman|Bobby Moynihan,,Don Argott|Sheena M. Joyce,,woman director,"High school guidance counselor Jeff, and his platonic friend and co-worker Anne are responsible, well intentioned, kindâ€¦ and boring. They frustratingly watch on as their peers find love and companionship, while they continue to fail in spectacular fashion when it comes to romance. As they reach their loneliness breaking point they make a pact to forgo their familiar, vanilla personas in exchange for their unexplored, confident alter egos. They wave goodbye to Jeffâ€™s awkward all-male book club and Anneâ€™s flailing attempts to catch the eye of Jeffâ€™s sexy neighbor Max, and say hello to raucous summer nights filled with booze, dancing, and sex. Naturally things donâ€™t exactly go according to plan.",Romance|Comedy,,6,2015
583,0,0,Welcome to Leith,Craig Cobb,,Christopher K. Walker|Michael Beach Nichols,Know your neighbors.,small town|racist|north dakota|racism|white supremacists,"In September 2012, the tiny prairie town of Leith, North Dakota, saw its population of 24 grow by one. Trouble had come to town.",Thriller|Crime|Documentary,Sundial Pictures|No Weather Productions|The Cinemart,6.7,2015
584,13500000,187674,Stonewall,Jeremy Irvine|Jonny Beauchamp|Jonathan Rhys Meyers|Ron Perlman|Caleb Landry Jones,https://twitter.com/Stonewall_Movie,Roland Emmerich,Where Pride Began,stonewall riot,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",Drama,Centropolis Entertainment|Mel's Cite du Cinema,5.6,2015
585,0,0,The Phoenix Incident,Troy Baker|Elise Muller|James C. Burns|Yuri Lowenthal|Jamie Tisdale,http://m.imdb.com/title/tt4341532/,Keith Arem,,,"A number of 'missing person' cases are reported in Phoenix, Arizona when an unexplained light appears in the sky one night in 1997.",Horror|Thriller|Science Fiction,PCB Entertainment|Concourse Media,5.9,2015
586,0,0,Contracted: Phase II,Matt Mercer|Marianna Palka|Morgan Peter Brown|Anna Lore|Laurel Vail,,Josh Forbes,Protection is out of the question,infection|sequel|virus|body horror,"Picking up directly where the previous film left off, the story follows Riley, one of the last people to come in contact with Samantha, as he scrambles to track down those responsible for the outbreak before the highly contagious disease not only consumes his body, but the world as we know it.",Drama|Horror|Thriller,BoulderLight Pictures,5,2015
587,10,0,Penis Boy,Collin Blackard|Kate McLeod|Alfred Rosenblatt|Jon Necaj,,James Healey,,dark comedy,"A dark comedy about a retired high class escort who gets pulled in for one last job and on the way, contemplates suicide.",Comedy|Drama,Island 23 Films,3.3,2015
588,0,0,The Hunting Ground,,,Kirby Dick,,,"From the makers of The Invisible War comes a startling expose of rape crimes on US campuses, their institutional cover-ups, and the devastating toll they take on students and their families. Weaving together verite footage and first person testimonies, the film follows the lives of several undergraduate assault survivors as they attempt to pursue - despite incredible push back, harassment and traumatic aftermath - both their education and justice.",Documentary,,7.8,2015
589,0,0,One & Two,Kiernan Shipka|TimothÃ©e Chalamet|Elizabeth Reaser|Grant Bowler|Rayven Symone Ferrell,,Andrew Droz Palermo,,,"Two siblings discover a supernatural escape from a troubled home, but find their bond tested when reality threatens to tear their family apart.",Thriller|Drama|Fantasy,Bow and Arrow Entertainment|Melody Maker Productions & MMP Audio|Son of a gun Productions,5,2015
590,0,0,Tig,Tig Notaro|Stephanie Allynne|Zach Galifianakis|Sarah Silverman|Kyle Dunnigan,,Kristina Goolsby|Ashley York,,breast cancer|woman director,"An intimate, mixed media documentary that follows Tig Notaro, a Los Angeles based comedian, who just days after being diagnosed with invasive stage II breast cancer changed the course of her career with a poignant stand-up set that became legendary overnight. This documentary explores Tig's extraordinary journey as her career ignites and as her life unfolds in grand and unexpected ways, all the while continuing to battle a life-threatening illness and falling in love. This film is a hybrid of comedy and drama that captures a personal journey about facing crisis head on with honesty and grace and overcoming pain and suffering with the healing power of comedy. It's a story about moving forward during a period of your life when you don't know what is going to happen. When you are willing to risk it all for what you believe is the right thing to do and for what you want to happen in this life.",Documentary,Beachside Films,7.2,2015
591,0,0,Christmas Incorporated,Shenae Grimes|Steve Lund|Ron Lea|Hannah Spearritt|Jane Moffat,http://hallmarkchannel.com/christmas-incorporated,Jonathan Wright,,mistaken identity|coworker relationship|toy factory|christmas,"Sometimes, life just seems to hand you exactly what you need â€“ particularly at Christmastime. In this new yuletide original, Riley is scraping bottom when she miraculously lands a job with a wealthy New York City entrepreneur. Heâ€™s a bad-boy socialite type who is poised to play Scrooge by closing one of his factories just before Christmas, which would devastate and entire town. Itâ€™s left to Riley to talk him out of it and turn him into a man of virtue rather than shame. But will a case of mistaken identity ruin the whole plan?",Drama|TV Movie,,6.9,2015
592,0,0,Submerged,Jonathan Bennett|Talulah Riley|Tim Daly|Mario Van Peebles|Cody Christian,,Steven C. Miller,You can't scream and hold your breath at the same time.,,A limo ride turns hellish as several kidnappers set their sights on the young people inside.,Thriller|Drama,Twisted Pictures,4.6,2015
593,0,0,Hurricane of Fun: The Making of Wet Hot,Amy Poehler|David Wain|Molly Shannon|Ken Marino|David Hyde Pierce,,Amy Rice,It was the low-budget summer camp movie that morphed into a cult hit. And the cast members are now movie and TV legends.,cult|satire|comedy|witty|making of,"Exclusive behind-the-scenes footage offers a glimpse into the comic minds behind a ""Wet Hot"" summer-camp cult hit featuring many future stars.",Documentary,Matador Films|Netflix,6.8,2015
594,0,0,Gascoigne,Paul Gascoigne|Vinnie Jones|Gary Lineker|Diego Maradona Jr.|JosÃ© Mourinho,,Jane Preston,The man. The legend. His story. His words.,sport|alcoholism|soccer,"A feature length, theatrical documentary on the life of Paul Gascoigne, one of the greatest footballers that ever lived: delving deep into his psyche, vulnerabilities, fears and triumphs.",Documentary,Salon Pictures,6,2015
595,0,0,One Soldier's Story: The Journey of American Sniper,Bradley Cooper|Sienna Miller|Jason Hall|Clint Eastwood|Taya Kyle,,Gary Leva,,,"Join director Clint Eastwood and his creative team, along with Bradley Cooper and Sienna Miller, as they overcome enormous creative and logistic obstacles to make a film that brings the truth of Navy SEAL Chris Kyle's story to the screen.",Romance|War|Documentary|Drama,,5.6,2015
596,0,0,Deep Dark,Sean McGrath|Denise Poirier|Anne Sorce|Tabor Helton|Monica Graves,http://deepdarkmovie.com,Michael Medaglia,,,"Fantasy - A failed sculptor discovers a strange, talking hole in the wall. It has the power to fulfill his wildest dreams...and become his worst nightmare. -  Mary McDonald-Lewis, Don Alder, Sean McGrath",Horror,,4.6,2015
597,1000000,0,Best of Enemies,Gore Vidal|William F. Buckley|Kelsey Grammer|John Lithgow|Dick Cavett,http://www.magpictures.com/bestofenemies/,Robert Gordon|Morgan Neville,Buckley vs. Vidal. 2 Men. 10 Debates. Television Would Never Be The Same.,miami|chicago|television|politics|intellectual,"A documentary about the legendary series of nationally televised debates in 1968 between two great public intellectuals, the liberal Gore Vidal and the conservative William F. Buckley Jr. Intended as commentary on the issues of their day, these vitriolic and explosive encounters came to define the modern era of public discourse in the media, marking the big bang moment of our contemporary media landscape when spectacle trumped content and argument replaced substance. Best of Enemies delves into the entangled biographies of these two great thinkers and luxuriates in the language and the theater of their debates, begging the question, 'What has television done to the way we discuss politics in our democracy today?'",Documentary|History,Motto Pictures|Tremolo Productions|Media Ranch,7.2,2015
598,0,0,Vendetta,Dean Cain|Kyra Zagorsky|Benjamin Hollingsworth|Paul Wight|Michael Eklund,,Jen Soska|Sylvia Soska,Get Ready for Hell in a Cell,prison|detective|prisoner|prison warden|revenge,"A hard-nosed detective deliberately commits a crime to get thrown in prison, allowing him the chance to seek vengeance on a criminal serving a life sentence for brutally murdering his wife.",Action,WWE Studios,5.9,2015
599,0,0,Breaking Through,Julie Warner|Jordan Rodrigues|Carlito Olivero|Jay Ellis|Dominic Sandoval,,John Swetnam,,,"When Casey, a dancer who is discovered on YouTube, gets thrust into the modern world of internet celebrity and culture, she must find a way to balance her true identity with her online persona, or risk losing everything she cares about.",Music|Drama,FJ Productions|BB Film Productions|Get Lifted Film Company|Mad Horse Films,5.7,2015
600,0,0,The Stranger,Lorenza Izzo|Ariel Levy|Aaron Burns|Cristobal Tapia Montt|Luis Gnecco,,Guillermo Amoedo,Blood will tear us apart.,,"A supernatural thriller, laced by flashbacks, and set in Canadaâ€™s North-West, â€œThe Strangerâ€ turns on the mysterious titular figure of Martin, who comes to a small quiet town seeking to kill his wife Ana who suffers from a very dangerous decease that makes her addicted to human blood - just like himself-. However, when he arrives to the town, he discovers that Ana has been dead for a couple of years and decides to commit suicide to definitely eradicate this dangerous decease, but, before he can do it, Martin's brutally attacked by three local thugs led by Caleb, the son of a corrupt police lieutenant, and the incident suddenly starts a snowball that will plunge the community into a bloodbath.",Drama|Thriller|Horror|Mystery,Sobras International Pictures,4.9,2015
601,0,0,Star Wars: TIE Fighter,,https://www.youtube.com/watch?v=PN_CP4SuoTU,Paul Johnson,"star wars, Tie Fighter, anime",space battle|animation|space opera|military,"Paul â€œOtaKingâ€ Johnson drops a real treat in the form of this â€œStar Wars: TIE Fighterâ€ animated short. Complete with appropriately radical electric guitar solos and impressive attention to detail, â€œTIE Fighterâ€ casts the forces of the Galactic Empire not in the role of disposable cannon fodder seen in the Star Wars films, but as near-suicidally reckless angels of death.  Johnson animated this 7-minute short over the course of â€œfour yearsâ€™ worth of weekends,â€ and his love and attention-to-detail shows.",Science Fiction|Action|Animation,,7.6,2015
602,0,0,Dough,Jonathan Pryce|Philip Davis|Ian Hart|Pauline Collins|Malachi Kirby,,John Goldschmidt,It's not just the bread that's getting baked.,,An old Jewish baker struggles to keep his business afloat until his young Muslim apprentice accidentally drops cannabis in the dough and sends sales sky high.,Drama|Comedy,,4.9,2015
603,0,0,The Bad Education Movie,Jack Whitehall|Mathew Horne|Sarah Solemani|Nikki Runeckles|Harry Enfield,http://www.tigeraspect.co.uk/pr-and-media/bad-education-movie-begins/,Elliot Hegarty,Best school trip ever!,,Mr Wickers and his class go on one final school trip after they finish their GCSEs.,Comedy,Tiger Aspect Productions,5.2,2015
604,0,0,Student Bodies,Whitney Moore|Tom Arnold|Simon Rex|Lucius Baston|Laura Cayouette,,Andrew Drazek,,,"After experiencing a series of sexually related mishaps, a high school adds sexual education to its curriculum to rehabilitate the student body, and hires Laci Cox to teach it - the only catch is Laci is a virgin.",Comedy,Tiberius Film,6,2015
605,0,0,The Subjects,Paul O'Brien|Charlotte Nicdao|Emily Wheaton|Spencer McLaren|Paul Henri,http://thesubjectsmovie.com/,Robert Mond,Not everyone is meant to be a hero,experiment|locked in a room|drug trial,Eight strangers go into a locked room for clinical trials on a new drug that gives them superpowers.,Thriller|Science Fiction,Instinct Entertainment,4.7,2015
